framework	molecule	temperature_K	loading_mol_per_kg	Qst_kJmol
Bhathia_01	R407F	283.0	2.3915574694285713	30.11612568221986
Bhathia_01	R407F	283.0	2.553793555244898	30.04142379853205
Bhathia_01	R407F	283.0	2.7160296410612244	29.92182335825816
Bhathia_01	R407F	283.0	2.878265726877551	29.790420243396415
Bhathia_01	R407F	283.0	3.0405018126938774	29.665329978742285
Bhathia_01	R407F	283.0	3.202737898510204	29.551701198247713
Bhathia_01	R407F	283.0	3.3649739843265305	29.449489322981123
Bhathia_01	R407F	283.0	3.527210070142857	29.35757276765186
Bhathia_01	R407F	283.0	3.6894461559591836	29.274777149551273
Bhathia_01	R407F	283.0	3.85168224177551	29.199995714458264
Bhathia_01	R407F	283.0	4.013918327591837	29.13231223372391
Bhathia_01	R407F	283.0	4.176154413408163	29.070918486900673
Bhathia_01	R407F	283.0	4.33839049922449	29.014938900402655
Bhathia_01	R407F	283.0	4.500626585040816	28.96362187586418
Bhathia_01	R407F	283.0	4.662862670857143	28.916400062978763
Bhathia_01	R407F	283.0	4.825098756673469	28.872586875672845
Bhathia_01	R407F	283.0	4.987334842489796	28.83144644746495
Bhathia_01	R407F	283.0	5.149570928306122	28.792345515430426
Bhathia_01	R407F	283.0	5.311807014122449	28.754516347485797
Bhathia_01	R407F	283.0	5.4740430999387755	28.717066212155597
Bhathia_01	R407F	283.0	5.636279185755102	28.6791127066825
Bhathia_01	R407F	283.0	5.7985152715714285	28.63964419703176
Bhathia_01	R407F	283.0	5.960751357387755	28.59741765460019
Bhathia_01	R407F	283.0	6.122987443204082	28.55086331859521
Bhathia_01	R407F	283.0	6.285223529020408	28.498056994834414
Bhathia_01	R407F	283.0	6.447459614836735	28.436837241835043
Bhathia_01	R407F	283.0	6.609695700653061	28.364955047540853
Bhathia_01	R407F	283.0	6.771931786469388	28.280253578399588
Bhathia_01	R407F	283.0	6.934167872285714	28.180850850373037
Bhathia_01	R407F	283.0	7.096403958102041	28.065478183101636
Bhathia_01	R407F	283.0	7.258640043918367	27.93374743513602
Bhathia_01	R407F	283.0	7.420876129734694	27.78670212680432
Bhathia_01	R407F	283.0	7.58311221555102	27.628472075990306
Bhathia_01	R407F	283.0	7.745348301367347	27.469547133580228
Bhathia_01	R407F	283.0	7.9075843871836735	27.33187671241493
Bhathia_01	R407F	283.0	8.069820473	27.24890776642957
Bhathia_01	R407F	303.0	2.0050048051020406	30.51843261280494
Bhathia_01	R407F	303.0	2.1559129475714287	30.422101584178705
Bhathia_01	R407F	303.0	2.3068210900408164	30.267351178916186
Bhathia_01	R407F	303.0	2.457729232510204	30.096396199033016
Bhathia_01	R407F	303.0	2.6086373749795917	29.93243381612713
Bhathia_01	R407F	303.0	2.7595455174489794	29.78212444540938
Bhathia_01	R407F	303.0	2.9104536599183675	29.64551937038063
Bhathia_01	R407F	303.0	3.061361802387755	29.521259914206308
Bhathia_01	R407F	303.0	3.212269944857143	29.407917046013267
Bhathia_01	R407F	303.0	3.3631780873265305	29.30419546260241
Bhathia_01	R407F	303.0	3.514086229795918	29.2089442354361
Bhathia_01	R407F	303.0	3.6649943722653058	29.121136795814067
Bhathia_01	R407F	303.0	3.815902514734694	29.039868363757574
Bhathia_01	R407F	303.0	3.9668106572040815	28.964349470964013
Bhathia_01	R407F	303.0	4.11771879967347	28.893870680063056
Bhathia_01	R407F	303.0	4.268626942142857	28.827766745855214
Bhathia_01	R407F	303.0	4.419535084612245	28.765393706867865
Bhathia_01	R407F	303.0	4.570443227081633	28.706110476593285
Bhathia_01	R407F	303.0	4.72135136955102	28.6492968664378
Bhathia_01	R407F	303.0	4.872259512020408	28.59436635689459
Bhathia_01	R407F	303.0	5.023167654489796	28.54070827781436
Bhathia_01	R407F	303.0	5.174075796959183	28.48764470542985
Bhathia_01	R407F	303.0	5.324983939428571	28.434438238588214
Bhathia_01	R407F	303.0	5.475892081897959	28.38028721507379
Bhathia_01	R407F	303.0	5.626800224367346	28.3243047921818
Bhathia_01	R407F	303.0	5.777708366836735	28.265506654224126
Bhathia_01	R407F	303.0	5.9286165093061225	28.202809663448054
Bhathia_01	R407F	303.0	6.07952465177551	28.135037307638555
Bhathia_01	R407F	303.0	6.230432794244898	28.06093486804195
Bhathia_01	R407F	303.0	6.3813409367142855	27.979220380327547
Bhathia_01	R407F	303.0	6.532249079183673	27.888697672491887
Bhathia_01	R407F	303.0	6.683157221653061	27.78841473724613
