framework	molecule	temperature_K	loading_mol_per_kg	Qst_kJmol
Bhathia_01	R407F	333.0	4.047219874571428	28.9118395578897
Bhathia_01	R407F	333.0	4.181680201857143	28.814962828715622
Bhathia_01	R407F	333.0	4.3161405291428565	28.721863961901793
Bhathia_01	R407F	333.0	4.45060085642857	28.63223595193285
Bhathia_01	R407F	333.0	4.585061183714285	28.545740722257925
Bhathia_01	R407F	333.0	4.719521510999999	28.462005445721985
Bhathia_01	R407F	333.0	4.853981838285714	28.380622507366454
Bhathia_01	R407F	333.0	4.988442165571428	28.301151364881232
Bhathia_01	R407F	333.0	5.1229024928571425	28.223121109556168
Bhathia_01	R407F	333.0	5.257362820142856	28.146033264123595
Bhathia_01	R407F	333.0	5.391823147428571	28.069333647635183
Bhathia_01	R407F	333.0	5.526283474714285	27.992348126431285
Bhathia_01	R407F	333.0	5.660743801999999	27.914302333898412
Bhathia_01	R407F	333.0	5.795204129285714	27.834450774906955
Bhathia_01	R407F	333.0	5.929664456571428	27.75209380982995
Bhathia_01	R407F	333.0	6.064124783857142	27.666542057611686
Bhathia_01	R407F	333.0	6.198585111142856	27.5777046782192
Bhathia_01	R407F	333.0	6.333045438428571	27.48855423604816
Bhathia_01	R407F	333.0	6.467505765714285	27.409852728824568
Bhathia_01	R407F	333.0	6.601966093	27.361492785059543
Bhathia_01	R407F	353.0	0.4947024969387755	33.33221869691913
Bhathia_01	R407F	353.0	0.6165573506734694	33.20625833321408
Bhathia_01	R407F	353.0	0.7384122044081634	33.000429486400314
Bhathia_01	R407F	353.0	0.8602670581428572	32.76621615069722
Bhathia_01	R407F	353.0	0.982121911877551	32.53223881451517
Bhathia_01	R407F	353.0	1.103976765612245	32.30722013251359
Bhathia_01	R407F	353.0	1.2258316193469387	32.09197610807191
Bhathia_01	R407F	353.0	1.3476864730816327	31.88570252642895
Bhathia_01	R407F	353.0	1.4695413268163267	31.68756657378987
Bhathia_01	R407F	353.0	1.5913961805510204	31.496897471243514
Bhathia_01	R407F	353.0	1.7132510342857143	31.3131658513938
Bhathia_01	R407F	353.0	1.835105888020408	31.1359477841118
Bhathia_01	R407F	353.0	1.956960741755102	30.96489732963856
Bhathia_01	R407F	353.0	2.0788155954897958	30.7997251676778
Bhathia_01	R407F	353.0	2.2006704492244897	30.640183599153556
Bhathia_01	R407F	353.0	2.3225253029591832	30.486056637359248
Bhathia_01	R407F	353.0	2.444380156693877	30.337151652740502
Bhathia_01	R407F	353.0	2.566235010428571	30.193292674762297
Bhathia_01	R407F	353.0	2.688089864163265	30.05431516616657
Bhathia_01	R407F	353.0	2.809944717897959	29.92006107048052
Bhathia_01	R407F	353.0	2.931799571632653	29.790376233887923
Bhathia_01	R407F	353.0	3.0536544253673465	29.665110707773323
Bhathia_01	R407F	353.0	3.1755092791020405	29.54411731818018
