framework	molecule	temperature_K	pressure_Pa	loading_mol_per_kg
Bhathia_01	R125	353.0	1391.538565	0.019611522
Bhathia_01	R125	353.0	1432.750705	0.020109647
Bhathia_01	R125	353.0	1475.183394	0.020620178
Bhathia_01	R125	353.0	1518.87278	0.02114341
Bhathia_01	R125	353.0	1563.856081	0.021679645
Bhathia_01	R125	353.0	1610.171618	0.022229192
Bhathia_01	R125	353.0	1657.858847	0.022792365
Bhathia_01	R125	353.0	1706.958393	0.023369487
Bhathia_01	R125	353.0	1757.512083	0.023960886
Bhathia_01	R125	353.0	1809.562982	0.024566898
Bhathia_01	R125	353.0	1863.155434	0.025187864
Bhathia_01	R125	353.0	1918.335093	0.025824135
Bhathia_01	R125	353.0	1975.148965	0.026476066
Bhathia_01	R125	353.0	2033.645451	0.027144023
Bhathia_01	R125	353.0	2093.874383	0.027828375
Bhathia_01	R125	353.0	2155.88707	0.028529503
Bhathia_01	R125	353.0	2219.736339	0.029247792
Bhathia_01	R125	353.0	2285.476583	0.029983636
Bhathia_01	R125	353.0	2353.163807	0.030737437
Bhathia_01	R125	353.0	2422.855671	0.031509604
Bhathia_01	R125	353.0	2494.611546	0.032300555
Bhathia_01	R125	353.0	2568.492561	0.033110716
Bhathia_01	R125	353.0	2644.561653	0.03394052
Bhathia_01	R125	353.0	2722.883626	0.034790408
Bhathia_01	R125	353.0	2803.525201	0.03566083
Bhathia_01	R125	353.0	2886.555077	0.036552246
Bhathia_01	R125	353.0	2972.043985	0.03746512
Bhathia_01	R125	353.0	3060.064753	0.038399929
Bhathia_01	R125	353.0	3150.692365	0.039357155
Bhathia_01	R125	353.0	3244.004027	0.040337291
Bhathia_01	R125	353.0	3340.079229	0.041340838
Bhathia_01	R125	353.0	3438.999817	0.042368303
Bhathia_01	R125	353.0	3540.850062	0.043420207
Bhathia_01	R125	353.0	3645.716727	0.044497074
Bhathia_01	R125	353.0	3753.689149	0.04559944
Bhathia_01	R125	353.0	3864.859308	0.04672785
Bhathia_01	R125	353.0	3979.32191	0.047882855
Bhathia_01	R125	353.0	4097.174463	0.049065018
Bhathia_01	R125	353.0	4218.517365	0.050274909
Bhathia_01	R125	353.0	4343.453988	0.051513107
Bhathia_01	R125	353.0	4472.090765	0.0527802
Bhathia_01	R125	353.0	4604.537278	0.054076783
Bhathia_01	R125	353.0	4740.90636	0.055403463
Bhathia_01	R125	353.0	4881.314181	0.056760853
Bhathia_01	R125	353.0	5025.880354	0.058149575
Bhathia_01	R125	353.0	5174.728033	0.059570259
Bhathia_01	R125	353.0	5327.984021	0.061023546
Bhathia_01	R125	353.0	5485.778875	0.062510083
Bhathia_01	R125	353.0	5648.247019	0.064030525
Bhathia_01	R125	353.0	5815.526859	0.065585537
Bhathia_01	R125	353.0	5987.760899	0.06717579
Bhathia_01	R125	353.0	6165.095863	0.068801964
Bhathia_01	R125	353.0	6347.682822	0.070464747
Bhathia_01	R125	353.0	6535.677321	0.072164834
Bhathia_01	R125	353.0	6729.23951	0.073902927
Bhathia_01	R125	353.0	6928.534283	0.075679737
Bhathia_01	R125	353.0	7133.731418	0.077495981
Bhathia_01	R125	353.0	7345.00572	0.079352381
Bhathia_01	R125	353.0	7562.537173	0.081249669
Bhathia_01	R125	353.0	7786.51109	0.083188581
Bhathia_01	R125	353.0	8017.118271	0.085169861
Bhathia_01	R125	353.0	8254.555171	0.087194257
Bhathia_01	R125	353.0	8499.024059	0.089262524
Bhathia_01	R125	353.0	8750.733196	0.091375422
Bhathia_01	R125	353.0	9009.897011	0.093533716
Bhathia_01	R125	353.0	9276.736285	0.095738176
Bhathia_01	R125	353.0	9551.478334	0.097989576
Bhathia_01	R125	353.0	9834.357209	0.100288694
Bhathia_01	R125	353.0	10125.61389	0.102636313
Bhathia_01	R125	353.0	10425.49651	0.105033218
Bhathia_01	R125	353.0	10734.26051	0.107480198
Bhathia_01	R125	353.0	11052.16895	0.109978045
Bhathia_01	R125	353.0	11379.49264	0.112527552
Bhathia_01	R125	353.0	11716.51043	0.115129515
Bhathia_01	R125	353.0	12063.50941	0.117784732
Bhathia_01	R125	353.0	12420.7852	0.120494
Bhathia_01	R125	353.0	12788.64216	0.123258119
Bhathia_01	R125	353.0	13167.39366	0.126077889
Bhathia_01	R125	353.0	13557.36235	0.128954108
Bhathia_01	R125	353.0	13958.88045	0.131887577
Bhathia_01	R125	353.0	14372.29	0.134879092
Bhathia_01	R125	353.0	14797.94319	0.137929451
Bhathia_01	R125	353.0	15236.20263	0.141039449
Bhathia_01	R125	353.0	15687.44167	0.144209878
Bhathia_01	R125	353.0	16152.0447	0.147441529
Bhathia_01	R125	353.0	16630.40754	0.150735189
Bhathia_01	R125	353.0	17122.93768	0.154091643
Bhathia_01	R125	353.0	17630.05472	0.15751167
Bhathia_01	R125	353.0	18152.19065	0.160996046
Bhathia_01	R125	353.0	18689.79028	0.164545545
Bhathia_01	R125	353.0	19243.3116	0.168160932
Bhathia_01	R125	353.0	19813.22614	0.17184297
Bhathia_01	R125	353.0	20400.0194	0.175592416
Bhathia_01	R125	353.0	21004.19127	0.179410021
Bhathia_01	R125	353.0	21626.25644	0.18329653
Bhathia_01	R125	353.0	22266.74485	0.187252682
Bhathia_01	R125	353.0	22926.20211	0.191279211
Bhathia_01	R125	353.0	23605.19002	0.195376843
Bhathia_01	R125	353.0	24304.28699	0.199546298
Bhathia_01	R125	353.0	25024.08859	0.20378829
Bhathia_01	R125	353.0	25765.20801	0.208103525
Bhathia_01	R125	353.0	26528.27659	0.212492705
Bhathia_01	R125	353.0	27313.9444	0.216956523
Bhathia_01	R125	353.0	28122.88074	0.221495665
Bhathia_01	R125	353.0	28955.77472	0.226110812
Bhathia_01	R125	353.0	29813.3359	0.23080264
Bhathia_01	R125	353.0	30696.29481	0.235571816
Bhathia_01	R125	353.0	31605.40365	0.240419002
Bhathia_01	R125	353.0	32541.43687	0.245344856
Bhathia_01	R125	353.0	33505.19188	0.25035003
Bhathia_01	R125	353.0	34497.48969	0.255435168
Bhathia_01	R125	353.0	35519.17563	0.260600915
Bhathia_01	R125	353.0	36571.12006	0.265847907
Bhathia_01	R125	353.0	37654.21913	0.27117678
Bhathia_01	R125	353.0	38769.39553	0.276588163
Bhathia_01	R125	353.0	39917.59925	0.282082686
Bhathia_01	R125	353.0	41099.80846	0.287660974
Bhathia_01	R125	353.0	42317.03025	0.293323652
Bhathia_01	R125	353.0	43570.30158	0.299071343
Bhathia_01	R125	353.0	44860.69009	0.304904669
Bhathia_01	R125	353.0	46189.29506	0.310824254
Bhathia_01	R125	353.0	47557.24831	0.316830719
Bhathia_01	R125	353.0	48965.7152	0.322924688
Bhathia_01	R125	353.0	50415.89558	0.329106786
Bhathia_01	R125	353.0	51909.02484	0.335377639
Bhathia_01	R125	353.0	53446.37499	0.341737876
Bhathia_01	R125	353.0	55029.25566	0.348188127
Bhathia_01	R125	353.0	56659.01531	0.354729025
Bhathia_01	R125	353.0	58337.04231	0.361361206
Bhathia_01	R125	353.0	60064.76616	0.368085308
Bhathia_01	R125	353.0	61843.6587	0.37490197
Bhathia_01	R125	353.0	63675.23534	0.381811835
Bhathia_01	R125	353.0	65561.0564	0.388815547
Bhathia_01	R125	353.0	67502.72839	0.39591375
Bhathia_01	R125	353.0	69501.9054	0.40310709
Bhathia_01	R125	353.0	71560.29052	0.410396212
Bhathia_01	R125	353.0	73679.63726	0.417781759
Bhathia_01	R125	353.0	75861.75109	0.42526437
Bhathia_01	R125	353.0	78108.49092	0.432844681
Bhathia_01	R125	353.0	80421.77074	0.440523322
Bhathia_01	R125	353.0	82803.56122	0.448300913
Bhathia_01	R125	353.0	85255.89137	0.456178065
Bhathia_01	R125	353.0	87780.85031	0.464155375
Bhathia_01	R125	353.0	90380.58905	0.472233425
Bhathia_01	R125	353.0	93057.32228	0.480412778
Bhathia_01	R125	353.0	95813.33028	0.488693976
Bhathia_01	R125	353.0	98650.96087	0.497077535
Bhathia_01	R125	353.0	101572.6314	0.505563941
Bhathia_01	R125	353.0	104580.8309	0.514153648
Bhathia_01	R125	353.0	107678.1218	0.522847072
Bhathia_01	R125	353.0	110867.143	0.531644587
Bhathia_01	R125	353.0	114150.6109	0.540546521
Bhathia_01	R125	353.0	117531.3228	0.549553149
Bhathia_01	R125	353.0	121012.1587	0.55866469
Bhathia_01	R125	353.0	124596.0838	0.567881299
Bhathia_01	R125	353.0	128286.1513	0.577203066
Bhathia_01	R125	353.0	132085.5048	0.586630004
Bhathia_01	R125	353.0	135997.3808	0.596162047
Bhathia_01	R125	353.0	140025.1119	0.605799044
Bhathia_01	R125	353.0	144172.1292	0.61554075
Bhathia_01	R125	353.0	148441.9656	0.625386822
Bhathia_01	R125	353.0	152838.2585	0.635336811
Bhathia_01	R125	353.0	157364.7531	0.645390158
Bhathia_01	R125	353.0	162025.3054	0.655546182
Bhathia_01	R125	353.0	166823.8857	0.665804079
Bhathia_01	R125	353.0	171764.582	0.676162913
Bhathia_01	R125	353.0	176851.6031	0.686621609
Bhathia_01	R125	353.0	182089.2826	0.697178947
Bhathia_01	R125	353.0	187482.0825	0.707833555
Bhathia_01	R125	353.0	193034.5969	0.718583903
Bhathia_01	R125	353.0	198751.5559	0.729428297
Bhathia_01	R125	353.0	204637.8297	0.740364872
Bhathia_01	R125	353.0	210698.4328	0.751391587
Bhathia_01	R125	353.0	216938.5282	0.762506219
Bhathia_01	R125	353.0	223363.4317	0.77370636
Bhathia_01	R125	353.0	229978.6167	0.784989409
Bhathia_01	R125	353.0	236789.7186	0.796352566
Bhathia_01	R125	353.0	243802.5398	0.807792836
Bhathia_01	R125	353.0	251023.0544	0.819307014
Bhathia_01	R125	353.0	258457.4134	0.830891693
Bhathia_01	R125	353.0	266111.9502	0.842543254
Bhathia_01	R125	353.0	273993.1856	0.854257866
Bhathia_01	R125	353.0	282107.8336	0.866031486
Bhathia_01	R125	353.0	290462.8069	0.877859859
Bhathia_01	R125	353.0	299065.2232	0.889738514
Bhathia_01	R125	353.0	307922.4106	0.901662772
Bhathia_01	R125	353.0	317041.9147	0.91362774
Bhathia_01	R125	353.0	326431.5041	0.92562832
Bhathia_01	R125	353.0	336099.1779	0.937659208
Bhathia_01	R125	353.0	346053.1719	0.949714901
Bhathia_01	R125	353.0	356301.9657	0.961789703
Bhathia_01	R125	353.0	366854.2903	0.97387773
Bhathia_01	R125	353.0	377719.135	0.985972915
Bhathia_01	R125	353.0	388905.7556	0.99806902
Bhathia_01	R125	353.0	400423.6818	1.010159646
Bhathia_01	R125	353.0	412282.7257	1.022238237
Bhathia_01	R125	353.0	424492.9899	1.034298098
Bhathia_01	R125	353.0	437064.8762	1.046332401
Bhathia_01	R125	353.0	450009.0945	1.058334204
Bhathia_01	R125	353.0	463336.6719	1.070296458
Bhathia_01	R125	353.0	477058.962	1.082212025
Bhathia_01	R125	353.0	491187.6548	1.094073693
Bhathia_01	R125	353.0	505734.7863	1.105874191
Bhathia_01	R125	353.0	520712.7492	1.117606205
Bhathia_01	R125	353.0	536134.303	1.129262393
Bhathia_01	R125	353.0	552012.5852	1.140835405
Bhathia_01	R125	353.0	568361.1225	1.1523179
Bhathia_01	R125	353.0	585193.8419	1.163702559
Bhathia_01	R125	353.0	602525.0833	1.17498211
Bhathia_01	R125	353.0	620369.6108	1.186149337
Bhathia_01	R125	353.0	638742.6261	1.197197105
Bhathia_01	R125	353.0	657659.7811	1.208118372
Bhathia_01	R125	353.0	677137.1911	1.218906208
Bhathia_01	R125	353.0	697191.4487	1.229553813
Bhathia_01	R125	353.0	717839.6381	1.24005453
Bhathia_01	R125	353.0	739099.3491	1.25040186
Bhathia_01	R125	353.0	760988.6929	1.260589481
Bhathia_01	R125	353.0	783526.3168	1.270611257
Bhathia_01	R125	353.0	806731.4203	1.280461254
Bhathia_01	R125	353.0	830623.7717	1.290133751
Bhathia_01	R125	353.0	855223.7248	1.299623252
Bhathia_01	R125	353.0	880552.2359	1.308924496
Bhathia_01	R125	353.0	906630.8824	1.318032465
Bhathia_01	R125	353.0	933481.8803	1.326942394
Bhathia_01	R125	353.0	961128.1038	1.335649776
Bhathia_01	R125	353.0	989593.1044	1.34415037
Bhathia_01	R125	353.0	1018901.131	1.352440204
Bhathia_01	R125	353.0	1049077.152	1.360515581
Bhathia_01	R125	353.0	1080146.873	1.368373077
Bhathia_01	R125	353.0	1112136.762	1.376009548
Bhathia_01	R125	353.0	1145074.071	1.383422127
Bhathia_01	R125	353.0	1178986.86	1.390608226
Bhathia_01	R125	353.0	1213904.018	1.397565531
Bhathia_01	R125	353.0	1249855.291	1.404292003
Bhathia_01	R125	353.0	1286871.305	1.410785873
Bhathia_01	R125	353.0	1324983.595	1.417045639
Bhathia_01	R125	353.0	1364224.627	1.423070061
Bhathia_01	R125	353.0	1404627.831	1.428858153
Bhathia_01	R125	353.0	1446227.626	1.434409182
Bhathia_01	R125	353.0	1489059.451	1.439722657
Bhathia_01	R125	353.0	1533159.793	1.444798322
Bhathia_01	R125	353.0	1578566.221	1.449636152
Bhathia_01	R125	353.0	1625317.418	1.45423634
Bhathia_01	R125	353.0	1673453.208	1.458599295
Bhathia_01	R125	353.0	1723014.6	1.462725626
Bhathia_01	R125	353.0	1774043.815	1.466616139
Bhathia_01	R125	353.0	1826584.322	1.470271825
Bhathia_01	R125	353.0	1880680.882	1.473693853
Bhathia_01	R125	353.0	1936379.578	1.476883561
Bhathia_01	R125	353.0	1993727.861	1.479842443
Bhathia_01	R125	353.0	2052774.584	1.482572145
Bhathia_01	R125	353.0	2113570.049	1.485074453
Bhathia_01	R125	353.0	2176166.047	1.487351287
Bhathia_01	R125	353.0	2240615.903	1.489404688
Bhathia_01	R125	353.0	2306974.522	1.491236813
Bhathia_01	R125	353.0	2375298.433	1.492849926
Bhathia_01	R125	353.0	2445645.842	1.494246388
Bhathia_01	R125	353.0	2518076.676	1.495428651
Bhathia_01	R125	353.0	2592652.64	1.496399251
Bhathia_01	R125	353.0	2669437.263	1.497160798
Bhathia_01	R125	353.0	2748495.957	1.497715971
Bhathia_01	R125	353.0	2829896.074	1.49806751
Bhathia_01	R125	353.0	2913706.955	1.49821821
Bhathia_01	R125	353.0	3000000.0	1.498170915
Bhathia_01	R134a	283.0	1.0	0.005468694
Bhathia_01	R134a	283.0	1.3557704	0.006493161
Bhathia_01	R134a	283.0	1.838113379	0.007708633
Bhathia_01	R134a	283.0	2.492059712	0.009150469
Bhathia_01	R134a	283.0	3.378660794	0.010860503
Bhathia_01	R134a	283.0	4.580688297	0.012888202
Bhathia_01	R134a	283.0	6.210361607	0.015292031
Bhathia_01	R134a	283.0	8.419824443	0.018141045
Bhathia_01	R134a	283.0	11.41534876	0.021516755
Bhathia_01	R134a	283.0	15.47659196	0.025515303
Bhathia_01	R134a	283.0	20.98270528	0.030249994
Bhathia_01	R134a	283.0	28.44773074	0.035854236
Bhathia_01	R134a	283.0	38.56859129	0.04248495
Bhathia_01	R134a	283.0	52.29015446	0.050326517
Bhathia_01	R134a	283.0	70.89344366	0.059595346
Bhathia_01	R134a	283.0	96.1152325	0.070545152
Bhathia_01	R134a	283.0	130.3101873	0.083473092
Bhathia_01	R134a	283.0	176.6706948	0.098726924
Bhathia_01	R134a	283.0	239.5248986	0.116713467
Bhathia_01	R134a	283.0	324.7407677	0.137908747
Bhathia_01	R134a	283.0	440.2739207	0.162870454
Bhathia_01	R134a	283.0	596.9103498	0.192253624
Bhathia_01	R134a	283.0	809.273384	0.22683091
Bhathia_01	R134a	283.0	1097.1889	0.267519288
Bhathia_01	R134a	283.0	1487.536234	0.315415536
Bhathia_01	R134a	283.0	2016.757596	0.371842817
Bhathia_01	R134a	283.0	2734.260254	0.438409545
Bhathia_01	R134a	283.0	3707.029119	0.517078078
Bhathia_01	R134a	283.0	5025.880354	0.610232912
Bhathia_01	R134a	283.0	6813.93982	0.720724125
Bhathia_01	R134a	283.0	9238.137919	0.851841507
Bhathia_01	R134a	283.0	12524.79395	1.007150369
Bhathia_01	R134a	283.0	16980.7449	1.190097828
Bhathia_01	R134a	283.0	23021.99132	1.403289931
Bhathia_01	R134a	283.0	31212.53439	1.647373284
Bhathia_01	R134a	283.0	42317.03025	1.919602371
Bhathia_01	R134a	283.0	57372.17705	2.212532548
Bhathia_01	R134a	283.0	77783.49946	2.513744283
Bhathia_01	R134a	283.0	105456.5662	2.807491012
Bhathia_01	R134a	283.0	142974.891	3.078107423
Bhathia_01	R134a	283.0	193841.1252	3.313579224
Bhathia_01	R134a	283.0	262804.06	3.507437083
Bhathia_01	R134a	283.0	356301.9657	3.658425906
Bhathia_01	R134a	283.0	483063.6587	3.768793932
Bhathia_01	R134a	283.0	654923.4101	3.842386681
Bhathia_01	R134a	283.0	887925.7739	3.88324647
Bhathia_01	R134a	283.0	1203823.482	3.894851599
Bhathia_01	R134a	283.0	1632108.245	3.879841384
Bhathia_01	R134a	283.0	2212764.048	3.840026455
Bhathia_01	R134a	283.0	3000000.0	3.776537811
Bhathia_01	R134a	303.0	1.0	0.001027868
Bhathia_01	R134a	303.0	1.02961624	0.001048955
Bhathia_01	R134a	303.0	1.060109602	0.001070474
Bhathia_01	R134a	303.0	1.091506062	0.001092434
Bhathia_01	R134a	303.0	1.123832368	0.001114844
Bhathia_01	R134a	303.0	1.157116057	0.001137714
Bhathia_01	R134a	303.0	1.191385484	0.001161053
Bhathia_01	R134a	303.0	1.226669843	0.00118487
Bhathia_01	R134a	303.0	1.262999191	0.001209176
Bhathia_01	R134a	303.0	1.300404479	0.001233981
Bhathia_01	R134a	303.0	1.33891757	0.001259294
Bhathia_01	R134a	303.0	1.378571274	0.001285126
Bhathia_01	R134a	303.0	1.419399372	0.001311487
Bhathia_01	R134a	303.0	1.461436645	0.00133839
Bhathia_01	R134a	303.0	1.504718903	0.001365843
Bhathia_01	R134a	303.0	1.549283019	0.00139386
Bhathia_01	R134a	303.0	1.595166957	0.001422451
Bhathia_01	R134a	303.0	1.642409805	0.001451629
Bhathia_01	R134a	303.0	1.691051808	0.001481405
Bhathia_01	R134a	303.0	1.741134404	0.001511791
Bhathia_01	R134a	303.0	1.792700259	0.0015428
Bhathia_01	R134a	303.0	1.8457933	0.001574445
Bhathia_01	R134a	303.0	1.900458758	0.001606738
Bhathia_01	R134a	303.0	1.956743201	0.001639694
Bhathia_01	R134a	303.0	2.014694577	0.001673325
Bhathia_01	R134a	303.0	2.074362255	0.001707646
Bhathia_01	R134a	303.0	2.135797066	0.00174267
Bhathia_01	R134a	303.0	2.199051345	0.001778412
Bhathia_01	R134a	303.0	2.264178977	0.001814887
Bhathia_01	R134a	303.0	2.331235445	0.001852109
Bhathia_01	R134a	303.0	2.400277874	0.001890095
Bhathia_01	R134a	303.0	2.47136508	0.001928859
Bhathia_01	R134a	303.0	2.544557622	0.001968417
Bhathia_01	R134a	303.0	2.619917851	0.002008787
Bhathia_01	R134a	303.0	2.697509967	0.002049983
Bhathia_01	R134a	303.0	2.77740007	0.002092024
Bhathia_01	R134a	303.0	2.859656217	0.002134927
Bhathia_01	R134a	303.0	2.944348482	0.002178709
Bhathia_01	R134a	303.0	3.031549014	0.002223388
Bhathia_01	R134a	303.0	3.121332097	0.002268983
Bhathia_01	R134a	303.0	3.213774218	0.002315512
Bhathia_01	R134a	303.0	3.308954127	0.002362995
Bhathia_01	R134a	303.0	3.406952907	0.00241145
Bhathia_01	R134a	303.0	3.507854042	0.002460899
Bhathia_01	R134a	303.0	3.61174349	0.00251136
Bhathia_01	R134a	303.0	3.718709752	0.002562856
Bhathia_01	R134a	303.0	3.828843953	0.002615406
Bhathia_01	R134a	303.0	3.942239915	0.002669034
Bhathia_01	R134a	303.0	4.058994239	0.00272376
Bhathia_01	R134a	303.0	4.179206387	0.002779607
Bhathia_01	R134a	303.0	4.302978766	0.002836598
Bhathia_01	R134a	303.0	4.430416819	0.002894756
Bhathia_01	R134a	303.0	4.561629107	0.002954106
Bhathia_01	R134a	303.0	4.69672741	0.003014672
Bhathia_01	R134a	303.0	4.835826816	0.003076478
Bhathia_01	R134a	303.0	4.979045824	0.00313955
Bhathia_01	R134a	303.0	5.126506441	0.003203913
Bhathia_01	R134a	303.0	5.278334287	0.003269595
Bhathia_01	R134a	303.0	5.434658702	0.003336622
Bhathia_01	R134a	303.0	5.595612859	0.003405022
Bhathia_01	R134a	303.0	5.761333873	0.003474822
Bhathia_01	R134a	303.0	5.93196292	0.003546052
Bhathia_01	R134a	303.0	6.107645358	0.00361874
Bhathia_01	R134a	303.0	6.28853085	0.003692916
Bhathia_01	R134a	303.0	6.474773489	0.003768611
Bhathia_01	R134a	303.0	6.666531936	0.003845856
Bhathia_01	R134a	303.0	6.863969546	0.003924682
Bhathia_01	R134a	303.0	7.067254516	0.004005121
Bhathia_01	R134a	303.0	7.276560023	0.004087207
Bhathia_01	R134a	303.0	7.492064371	0.004170974
Bhathia_01	R134a	303.0	7.713951149	0.004256455
Bhathia_01	R134a	303.0	7.942409378	0.004343685
Bhathia_01	R134a	303.0	8.177633681	0.004432701
Bhathia_01	R134a	303.0	8.419824443	0.004523538
Bhathia_01	R134a	303.0	8.669187986	0.004616234
Bhathia_01	R134a	303.0	8.925936739	0.004710827
Bhathia_01	R134a	303.0	9.190289424	0.004807355
Bhathia_01	R134a	303.0	9.462471242	0.004905858
Bhathia_01	R134a	303.0	9.742714062	0.005006376
Bhathia_01	R134a	303.0	10.03125662	0.005108951
Bhathia_01	R134a	303.0	10.32834473	0.005213623
Bhathia_01	R134a	303.0	10.63423146	0.005320437
Bhathia_01	R134a	303.0	10.94917742	0.005429435
Bhathia_01	R134a	303.0	11.27345088	0.005540663
Bhathia_01	R134a	303.0	11.60732811	0.005654165
Bhathia_01	R134a	303.0	11.95109353	0.005769988
Bhathia_01	R134a	303.0	12.30503998	0.005888179
Bhathia_01	R134a	303.0	12.669469	0.006008787
Bhathia_01	R134a	303.0	13.04469104	0.00613186
Bhathia_01	R134a	303.0	13.43102574	0.006257449
Bhathia_01	R134a	303.0	13.82880222	0.006385606
Bhathia_01	R134a	303.0	14.23835935	0.006516381
Bhathia_01	R134a	303.0	14.66004602	0.00664983
Bhathia_01	R134a	303.0	15.09422146	0.006786005
Bhathia_01	R134a	303.0	15.54125555	0.006924963
Bhathia_01	R134a	303.0	16.0015291	0.00706676
Bhathia_01	R134a	303.0	16.47543423	0.007211454
Bhathia_01	R134a	303.0	16.96337465	0.007359104
Bhathia_01	R134a	303.0	17.46576602	0.00750977
Bhathia_01	R134a	303.0	17.98303634	0.007663513
Bhathia_01	R134a	303.0	18.51562626	0.007820396
Bhathia_01	R134a	303.0	19.0639895	0.007980483
Bhathia_01	R134a	303.0	19.62859319	0.008143838
Bhathia_01	R134a	303.0	20.20991832	0.008310528
Bhathia_01	R134a	303.0	20.80846011	0.008480621
Bhathia_01	R134a	303.0	21.42472846	0.008654186
Bhathia_01	R134a	303.0	22.05924836	0.008831293
Bhathia_01	R134a	303.0	22.71256036	0.009012015
Bhathia_01	R134a	303.0	23.385221	0.009196424
Bhathia_01	R134a	303.0	24.07780332	0.009384596
Bhathia_01	R134a	303.0	24.79089732	0.009576606
Bhathia_01	R134a	303.0	25.52511049	0.009772533
Bhathia_01	R134a	303.0	26.28106829	0.009972455
Bhathia_01	R134a	303.0	27.05941472	0.010176455
Bhathia_01	R134a	303.0	27.86081284	0.010384614
Bhathia_01	R134a	303.0	28.68594536	0.010597017
Bhathia_01	R134a	303.0	29.53551521	0.01081375
Bhathia_01	R134a	303.0	30.41024612	0.011034899
Bhathia_01	R134a	303.0	31.31088327	0.011260556
Bhathia_01	R134a	303.0	32.23819391	0.011490811
Bhathia_01	R134a	303.0	33.192968	0.011725756
Bhathia_01	R134a	303.0	34.17601891	0.011965487
Bhathia_01	R134a	303.0	35.18818409	0.012210101
Bhathia_01	R134a	303.0	36.2303258	0.012459696
Bhathia_01	R134a	303.0	37.30333182	0.012714373
Bhathia_01	R134a	303.0	38.40811626	0.012974234
Bhathia_01	R134a	303.0	39.54562025	0.013239384
Bhathia_01	R134a	303.0	40.71681283	0.01350993
Bhathia_01	R134a	303.0	41.92269174	0.013785981
Bhathia_01	R134a	303.0	43.16428424	0.014067648
Bhathia_01	R134a	303.0	44.44264805	0.014355043
Bhathia_01	R134a	303.0	45.75887218	0.014648283
Bhathia_01	R134a	303.0	47.11407793	0.014947486
Bhathia_01	R134a	303.0	48.50941977	0.01525277
Bhathia_01	R134a	303.0	49.94608639	0.015564259
Bhathia_01	R134a	303.0	51.42530168	0.015882077
Bhathia_01	R134a	303.0	52.94832576	0.016206353
Bhathia_01	R134a	303.0	54.51645609	0.016537215
Bhathia_01	R134a	303.0	56.13102854	0.016874796
Bhathia_01	R134a	303.0	57.79341856	0.017219231
Bhathia_01	R134a	303.0	59.50504232	0.017570657
Bhathia_01	R134a	303.0	61.26735794	0.017929216
Bhathia_01	R134a	303.0	63.08186673	0.01829505
Bhathia_01	R134a	303.0	64.95011444	0.018668305
Bhathia_01	R134a	303.0	66.87369262	0.019049129
Bhathia_01	R134a	303.0	68.85423996	0.019437675
Bhathia_01	R134a	303.0	70.89344366	0.019834096
Bhathia_01	R134a	303.0	72.99304091	0.020238552
Bhathia_01	R134a	303.0	75.15482033	0.020651201
Bhathia_01	R134a	303.0	77.38062354	0.021072209
Bhathia_01	R134a	303.0	79.67234666	0.021501742
Bhathia_01	R134a	303.0	82.03194201	0.02193997
Bhathia_01	R134a	303.0	84.4614197	0.022387067
Bhathia_01	R134a	303.0	86.96284938	0.02284321
Bhathia_01	R134a	303.0	89.53836201	0.02330858
Bhathia_01	R134a	303.0	92.19015164	0.023783359
Bhathia_01	R134a	303.0	94.9204773	0.024267736
Bhathia_01	R134a	303.0	97.73166495	0.024761902
Bhathia_01	R134a	303.0	100.6261094	0.025266051
Bhathia_01	R134a	303.0	103.6062764	0.025780381
Bhathia_01	R134a	303.0	106.6747048	0.026305095
Bhathia_01	R134a	303.0	109.8340084	0.0268404
Bhathia_01	R134a	303.0	113.0868788	0.027386504
Bhathia_01	R134a	303.0	116.436087	0.027943623
Bhathia_01	R134a	303.0	119.8844861	0.028511974
Bhathia_01	R134a	303.0	123.4350138	0.02909178
Bhathia_01	R134a	303.0	127.0906948	0.029683267
Bhathia_01	R134a	303.0	130.8546433	0.030286666
Bhathia_01	R134a	303.0	134.7300659	0.030902213
Bhathia_01	R134a	303.0	138.7202638	0.031530147
Bhathia_01	R134a	303.0	142.8286365	0.032170712
Bhathia_01	R134a	303.0	147.0586837	0.032824158
Bhathia_01	R134a	303.0	151.414009	0.033490738
Bhathia_01	R134a	303.0	155.8983226	0.03417071
Bhathia_01	R134a	303.0	160.5154448	0.034864338
Bhathia_01	R134a	303.0	165.2693087	0.035571889
Bhathia_01	R134a	303.0	170.1639642	0.036293637
Bhathia_01	R134a	303.0	175.2035811	0.03702986
Bhathia_01	R134a	303.0	180.3924524	0.037780842
Bhathia_01	R134a	303.0	185.7349986	0.038546871
Bhathia_01	R134a	303.0	191.2357709	0.039328242
Bhathia_01	R134a	303.0	196.8994554	0.040125253
Bhathia_01	R134a	303.0	202.7308769	0.04093821
Bhathia_01	R134a	303.0	208.7350032	0.041767424
Bhathia_01	R134a	303.0	214.9169492	0.042613212
Bhathia_01	R134a	303.0	221.2819812	0.043475895
Bhathia_01	R134a	303.0	227.8355215	0.044355801
Bhathia_01	R134a	303.0	234.583153	0.045253265
Bhathia_01	R134a	303.0	241.530624	0.046168627
Bhathia_01	R134a	303.0	248.6838529	0.047102234
Bhathia_01	R134a	303.0	256.0489336	0.048054438
Bhathia_01	R134a	303.0	263.6321403	0.049025598
Bhathia_01	R134a	303.0	271.4399331	0.05001608
Bhathia_01	R134a	303.0	279.4789633	0.051026256
Bhathia_01	R134a	303.0	287.7560794	0.052056505
